NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
1,90004E+11;2019;1100205;Porto Velho;11;RO;14;F;1;3;1;1100205;Porto Velho;11;RO;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100205;Porto Velho;11;RO;1;1;1;1;505;509;514;518;3811;4502;4361;4167;EABBCDCADDCBCDBACADCBCBABDABCCBABCDECCDDECDEA;CDBDCBEDABBBBABAEABCDEECCDBABBADBDBCEABEBABDD;ADDDB99999BCAADBCACBAEDDDEACAEACAABAEBACBCCCDBEEEC;CDDCADDBBCADBDCEEBCABDBBDBBCEDADDBBDEDDADBEDB;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;120;100;80;0;420;F;F;F;F;5;J;A;C;E;C;A;B;B;B;A;B;A;A;C;A;A;E;A;C;B
1,90004E+11;2019;2412005;São Gonçalo do Amarante;24;RN;14;F;1;3;1;2408102;Natal;24;RN;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2412005;São Gonçalo do Amarante;24;RN;1;1;1;1;506;507;511;517;4415;4861;4118;5189;CDADBECAECBCEDABCADBECADEADBCECDBAECADBEDBACE;ACBDEACEDBDCACECEACDEBCDABDDBDBBDAEBEDCADABCB;BDCBA99999EDABCEBADEDAEBECACEDBAAEECACDCAEBDAEDBCB;BBC*DBEACDBADBEDACBEADBECDBCAEEBDEABCAEBDABCD;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;4;0;0;0;0;0;0;E;E;C;C;5;D;A;B;D;A;C;B;B;B;A;B;A;A;C;A;A;D;A;B;B
1,90004E+11;2019;2412005;São Gonçalo do Amarante;24;RN;13;F;1;1;1;2408102;Natal;24;RN;2;0;2;;0;24072060;2412005;São Gonçalo do Amarante;24;RN;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2412005;São Gonçalo do Amarante;24;RN;1;1;1;1;503;507;511;515;4307;4708;5043;4455;DEDBACEDDDDABBDBDCDEABDDAEDCCBABEBEDDABAABBEA;DECCDBACDBDCBAAEAACDDADAABBECBACDDBEBCADBCEAD;99999DBAAEDDBACEABECDEAEAADCCBCCECDBDBEADABEAACCCB;DCAEAEDCACCBADECEACCBEBAAECEBCBEEBDAECDABBCAB;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;120;100;100;100;520;C;C;D;D;4;D;A;B;B;A;A;C;B;A;A;A;A;A;B;B;B;D;A;A;A
1,90004E+11;2019;3550308;São Paulo;35;SP;14;F;1;3;1;3550308;São Paulo;35;SP;2;0;2;1;0;35048422;3515004;Embu das Artes;35;SP;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3550308;São Paulo;35;SP;1;1;1;1;504;508;512;516;5056;5811;6252;5426;DEEDCEDEEDCADDBADAAEABCEDBBCDBBBCDCECCEDDEEDB;ABAAACEEBAEEBCCADCCDDDCBEADBEACCBEECCCCABACCE;99999BDBEACBABBECEBCCADCDBDBBCCDEBDAADDBECDCCAADCD;DBDCEBCEDDDCBBCCDDEDEEBDBDBACBCCEDEECEABCDABC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;160;200;200;200;180;940;B;C;F;B;3;C;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
1,90004E+11;2019;3524006;Itupeva;35;SP;14;F;1;1;1;3525904;Jundiaí;35;SP;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3524006;Itupeva;35;SP;1;1;1;1;505;508;512;518;5465;5467;5625;4233;AADEEDECCCAEDECABBBBCECBACABECACDCCADAEECDCEE;ABAEBDBECCAECDAADCBCEDBDADDEECBABEDECEBABCDEC;99999BECCAABABEECEECCBACABDAECEBEBAACDAEECCBCDBABD;AEBCACEDADEDABCDCBAACDEBDCEEEADABEACAEAABDEEA;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;140;140;140;140;680;G;E;E;B;4;P;A;D;C;C;A;B;B;B;A;B;B;B;D;A;A;D;A;B;B
1,90004E+11;2019;3550308;São Paulo;35;SP;13;M;1;4;1;3550308;São Paulo;35;SP;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;F;F;E;E;4;F;A;C;D;B;A;B;A;B;A;B;A;B;B;A;B;B;A;B;B
1,90004E+11;2019;3529401;Mauá;35;SP;14;M;1;1;1;3550308;São Paulo;35;SP;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3529401;Mauá;35;SP;1;1;1;1;506;509;514;517;5545;468;5179;582;DECDABACDCBDADEDBCDBBDEEDEABCECDAABDCDBECCEDD;CCACECBEABCECCDBDBCCBECAADCCCBEBACEBDECCABDDB;EBBAD99999B.CCCEECDBCAADBCCDBEEBADBBBDCAECCDDAEBAD;BABDBDDCEBADDDBCAECBEDACCBABCEBAEDCBDCECCDEEC;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;160;180;200;200;200;940;G;G;E;E;3;N;B;D;C;C;A;B;A;B;A;B;A;B;B;A;B;D;B;D;B
1,90004E+11;2019;3550308;São Paulo;35;SP;14;F;1;1;1;3550308;São Paulo;35;SP;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3550308;São Paulo;35;SP;1;1;1;1;505;509;514;518;5994;5762;5466;5874;DADBCDEBCBACBACEEEAACABDBCABEBADBDDCEADEADDCE;ACBCCEBCABACADBABCADBEAEBCDABCABACAEDEAEACACA;EBBAB99999BBCBCDEDEBAACDEBAEAECDDDDBECBECDCABACCBE;DDCBABCCBECBCEAEBDBBCDEBEDAEADABCDAACAEBDCEBD;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;160;160;120;120;160;720;G;E;F;B;4;M;A;C;D;A;A;C;A;B;A;B;A;B;B;A;B;C;B;C;B
1,90004E+11;2019;3550308;São Paulo;35;SP;14;F;1;3;1;3550308;São Paulo;35;SP;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3550308;São Paulo;35;SP;1;1;1;1;505;508;512;518;4863;4528;5768;4067;BBDBCDDDBDDDBCCDABCDCCCBDEEDEBDDDAEDDABECDDCD;CEDAADBEACADCEBEECBDDDABEDEDAECBBECACDCCAECCD;BBEDA99999CBABCECEBDEBDBEEDAACCAEBDAADCEECDECAADED;BBBCADCCCBEBEDCCDBDBADCCCDCCADDDBEEACCACBECDC;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;160;140;120;0;560;E;E;C;D;4;D;A;B;C;B;A;B;A;B;B;A;A;A;B;A;A;D;B;B;B
1,90004E+11;2019;3548708;São Bernardo do Campo;35;SP;14;F;1;1;1;3550308;São Paulo;35;SP;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3548708;São Bernardo do Campo;35;SP;1;1;1;1;503;507;511;515;4263;4268;4722;5156;AEEEBDDECCDDABEBDDDECABADBBAABBEBDCDCECABEAEB;AEDECBDCDEBACDAABACDBBDECCCADCEBAECAEEBEEAADB;EBAAE99999BABDEAEDEAAAAECDBCBECCDBACBDAEAECBDCAEBE;DEDAADBCDBECCCDADDBDAEABDCBCAEECBCDEADEBDEDAA;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;80;120;60;500;F;G;E;E;3;I;C;E;E;B;A;B;B;B;B;B;A;B;D;B;B;B;B;B;B
1,90004E+11;2019;3506003;Bauru;35;SP;13;M;1;1;1;3506003;Bauru;35;SP;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3506003;Bauru;35;SP;1;1;1;1;506;509;514;517;4643;3737;4115;4934;BEDACCDEAEBCDCECDCABBCBCAEADDBDECEBACEBCDADDC;CADBDCBACADDCAACCBBBADABCBEEDCBCAACECBEBCBEDE;ABBAE99999CEBBBCCACDCBDCBAAACEBA*ECCBDDAEDCCADECDB;ABCADBEAECBACEDCADEBAECCDABCBEDABDBECBDAECDAB;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;100;80;60;80;0;320;E;E;C;B;3;E;A;B;C;B;A;B;A;A;A;B;A;A;A;A;A;B;B;B;B
1,90004E+11;2019;3518800;Guarulhos;35;SP;14;M;1;5;1;3518800;Guarulhos;35;SP;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3518800;Guarulhos;35;SP;1;1;1;1;505;507;511;518;4943;4328;5098;4848;DDDDBBCADCCCBAACCEDDBACBBCDCEDBEEAEDBBEECACDE;BCBBAABADBABCCDBBBCADBCCDEBDDBDBC**BACBEBDADD;99999CCDEECCB.BDABADDAAE.CBBEDDCBDBBEEBAADBCDEEBAC;DBCCCCBDCDDDCBBEEABAEDEEDBBECDBBDEBBDDBCEACDC;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;40;40;60;0;260;C;E;C;C;4;C;A;C;C;B;A;B;A;B;B;B;A;B;C;B;A;E;B;B;B
1,90004E+11;2019;3552502;Suzano;35;SP;14;M;2;1;3;;;;;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3543303;Ribeirão Pires;35;SP;1;1;1;1;504;510;513;516;3938;4609;485;4272;CBCCADABDCCEBDCACBBBDBBDBBBACCCBAAEBBBBACACDC;DABCDCBBAAADAAEACCCEAAEAECBAEBAACAECABDCDEACE;99999EDABCDCECBCAACECCCDEAABDCECEBABCBCABDCBCAAEBB;DABEABEEADDCBBCBBCBCBDDBDBCCCCBDEBBBCBACCEDBC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;120;120;120;100;580;E;E;D;D;5;D;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;D;B;B;B
1,90004E+11;2019;3548807;São Caetano do Sul;35;SP;14;M;1;1;1;3548807;São Caetano do Sul;35;SP;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3548807;São Caetano do Sul;35;SP;1;1;1;1;503;508;512;515;4359;4266;4408;4095;ADEADBBDBDCADDEAADBADABDDDBEDEAEEDBBACACCBBCB;EDCBAADEEBCCDDEACDBAECDBEEDBCAECBDCAECD.DABCA;BBADD99999ACBBEEAECAEEEDCDAEABAABDCEADCEDBCEACBEDA;ECCEBDBCBECEDCADEECBAACABABEADECBBDAEBABBACAE;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;100;100;100;40;440;G;E;D;B;6;H;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;C;A;A;B
1,90004E+11;2019;3542404;Regente Feijó;35;SP;14;F;1;3;1;3541406;Presidente Prudente;35;SP;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3541406;Presidente Prudente;35;SP;1;1;1;1;506;508;512;517;4485;4938;5566;483;DDCAABAEDDBCCDBDDADBBEDACADBCEDAAADCBABEEDADC;ABCECADDBCAEDEDBBCDCEDADABCBEACEBEAACCDBCEADC;99999BECCACEBBCECCBCCBDCBBDDBCDAABAAEDDBEEDBEBEAEA;BBEDECECBEAEDCDCADBCBCEAAECBAEBDEEAADBEADBABE;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;120;120;120;40;520;E;E;D;C;4;G;A;B;C;B;B;B;B;B;B;B;A;A;B;B;A;C;A;B;B
1,90004E+11;2019;3509502;Campinas;35;SP;14;F;1;1;1;3144805;Nova Lima;31;MG;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3509502;Campinas;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;G;F;E;D;4;Q;D;E;D;C;A;B;B;B;A;B;A;A;D;A;B;E;B;D;B
1,90004E+11;2019;4108452;Foz do Jordão;41;PR;14;M;1;1;1;4108452;Foz do Jordão;41;PR;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4109401;Guarapuava;41;PR;1;1;1;1;506;507;511;517;5877;5789;589;6893;DEADDBCACCECACBBADBEBACEADAADCBDAAADADEECACDB;BAECABACCEACECAAEACACBEAEDAABABBAADDADEEEACCB;99999CBAEDBCBACEDBDEDDCECDAECCCCACCDEBAAADBEBCACDB;AABACBEAABBBDEBBBDDBADBACCBEDCAACBBCBEECBDBEC;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;160;140;120;160;20;600;F;G;B;B;5;J;A;B;E;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
1,90004E+11;2019;4108304;Foz do Iguaçu;41;PR;14;M;1;1;1;4108304;Foz do Iguaçu;41;PR;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4108304;Foz do Iguaçu;41;PR;1;1;1;1;504;507;511;516;4762;5757;5775;538;BCD*EABECDADDCBACEEDABCEDBABADCEDEACDAACBBECB;BEECEAABBADCEBAEADCAEDCEBDBBCDADAECEADBEBAADE;BDABE99999BCBAACDDCCDDCECABDCBECBEEAEBDACDEEBCEBDE;DECBAAAABDBBEBBEBDDCDAEBBEEDCBDAECAEBECBEAACA;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;100;120;80;80;500;D;F;C;B;4;F;A;C;D;B;A;C;B;B;A;B;A;A;C;A;B;C;B;B;B
1,90004E+11;2019;3550308;São Paulo;35;SP;14;F;1;3;1;3550308;São Paulo;35;SP;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3550308;São Paulo;35;SP;1;1;1;1;505;508;512;518;4756;5675;5548;5666;BCDCCDDCBDBCCDCCBDBCECCDBAEDEDBCBCDADDEDCDCAD;BBAABDBAEBEECCBADABEEDDCAADBDDCAABEECEDAECDAC;BBEDA99999CDABEACEACEDEBDEAEEBECEBAABDBAECDDCAEDBD;DECBBBCDBDDBCDBECBCBBCEBAABEBCADADCACEAADEDCE;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;120;120;80;80;520;D;C;C;B;4;C;D;B;C;B;A;B;B;B;A;A;A;B;B;B;A;E;A;B;B
1,90004E+11;2019;4107207;Dois Vizinhos;41;PR;14;F;1;1;1;4311809;Marau;43;RS;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4107207;Dois Vizinhos;41;PR;1;1;1;1;503;507;511;515;5275;5587;5888;4896;CBDCBCDEBDBABAEBDBDCBEBABBBCBDACEBCBAEBCBBACA;BCBCAAABCAACBCCAEBCABEBBBDDCBAADBEDBACAEBACEB;BDABE99999BCAABDEECCDABECBBECADCBBCDEBBAADEABCECAE;ABDBDBBBAEDABBDBCDBABBCBBCBCBECCEBCADCEBBCEBD;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;120;100;120;120;560;F;E;D;D;4;D;A;C;D;B;B;B;B;B;B;B;A;B;B;A;A;D;A;B;B
1,90004E+11;2019;3526902;Limeira;35;SP;14;F;1;1;1;3526902;Limeira;35;SP;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3526902;Limeira;35;SP;1;1;1;1;505;510;513;518;4829;5432;5453;5758;EDBACDBDDBCCCDCBEADBBBCDBEACDCBDCCDADAEEEDBDA;BEDCEEDBADAAABABBBAEAAEBEABEAEEAEABEBADEABABE;ADBAB99999ABCBEBDDEEABDAAAAADAACACACDEBEBEEDBEBECC;DBDCBBCBADCBCEBEDEBBCEEBEBCEABACEBCBDADECECEC;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;40;40;100;0;300;E;E;D;D;3;H;B;D;D;C;A;B;B;B;A;B;A;B;C;A;B;D;B;B;B
